转让自己用的苹果5|3000元
全新国行Iphone5 iPad touch充电器数据线耳机|1元
急,急,急,出售黑色高仿iphone56|500元
自用黑色iphone5,国行,在保|3500元
iphone5 三网 3网 无锁|3200元
白色iPhone5 32GB无锁|3600元
95成新苹果iPhone516GB国行|4000元
苹果5手机盒里面自带的耳机|200元
转让女生自用白色苹果iPhone5两部16GB国行全国联保|3350元
全新IPONE5C|3800元
黑色苹果iPhone516GB港版|3400元
99新支持电信的三网苹果5|3400元
急售iPhone5|3700元
黑色苹果iPhone516GB国行保修期内无拆无修|3500元
国行未拆封白色苹果iPhone5|5400元
绿色苹果iPhone5c16GB港版在保修期内全新|4200元
港行99新iPhone5白色的16g|3650元
和姐妹用的两台白色苹果iPhone516GB当面验机在保|3600元
iPhone5 黑色999新国行电信版|3900元
iphone5安卓手机白色|500元
黑色 苹果 iPhone516GB 港版无拆无修|3499元
白色苹果iPhone516GB港版正品发票保修期内无拆无修|3666元
自用白色全新苹果iPhone5|3500元
白色苹果iPhone516GB国行正品发票保修期内无拆无修|3310元
女士自用保护很好iPhone5白色国行16G|2500元
95成新白色苹果iPhone532GB电信版|4500元
国行未拆封白色苹果iPhone5|5400元
诚心急卖白色苹果iPhone一步516GB国行正品发票保修期内|2800元
诚信转让苹果5黑色16G|3400元
苹果 iPhone5 32GB 白色,国行, 全新未激活。|4300元
诚信转让苹果5黑色16G|3600元
全新苹果5三防手机壳,原价158元,该因本人买的是5s,用不着,所以半价吐血甩啦|158元
白色全新iPhone5c 16G 中国电信版,未拆封低价转让|3900元
全新白色iphone5 国行 支持电信版|3700元
个人iPhone5转让|3600元
iPhone5。16g。白色|3500元
带有WIFI的不砍价可以让个打车钱谢谢|1700元
纯个人转让全新iphone5 16G白色 电信版 中介误扰|3700元
求购一台iphone5|3000元
女生急转两台国行白色苹果五代16G|3350元
买来一个月的IPHONG5便宜卖了。|3400元
(几乎全新)白色 64GB iPhone5日版有锁|4200元
电信版IPHONE5 换电信版NOTE3|1元
白色苹果iPhone516GB国行正品发票保修期内无拆无修|3420元
电信版IPHONE5 换个可插电信卡的IPAD4或者MINI|4200元
黑色苹果iPhone516GB国行原装主配无拆无修|4300元
iPhone5 黑色 32G 电信定制机 全新|4500元
苹果iPhone5 电信国行 16G白色 未激活|3700元
诚心个人转让白色ihone5发票配件齐全|3450元
白色苹果iPhone516GB正品发票有正品发票在保期内。屏幕和机身均无划痕,功能完全正|3550元
价个人转让ihone5白色一部配件齐全|3400元
iPhone5 16G内存白色 价格还可以便宜|3500元
个人转让白色苹果5原机数据线耳机插头齐全|3500元
诚意转让苹果5一部|3550元
全新iPhone5|4000元
苹果5手机黑色|4200元
求购苹果5或4s|4000元
基本全新港版iphone5|3600元
2s36g95成新|1500元
iphone5全新转让|4170元
iphone5s 全新转让|5500元
32G白色电信版iphone5|4000元
9.9新 iPhone5 16GB 国行3700|3700元
白色苹果iPhone516G白色|3700元
个人97新美版三网iPhone5|3200元
白色行货苹果5手机出或换9502,959|3600元
个人白色苹果iphone5美版有锁16G只要3000元可议价|3000元
苹果5代,安卓4.0系统智能系统,超低价700元转让|700元
Iphone5国行白色欲换黑色|1元
出售全新港行黑色iphone5一部|4000元
黑色苹果5转让|3100元
黑色 苹果 iphone5|3450元
安卓版苹果5换诺基亚E71E72|1元
黑色苹果iPhone516GB全新未撕膜3500元转让|3500元
白色苹果iPhone516GB转让港版原装主配无拆无修|3400元
全新IPHONE516G 白色未激活出售4000元|4000元
转让自用iPhone5,白色16g,95成新|3200元
白色苹果iPhone516GB港版保修期内原装主配无拆无修|3800元
手机配件 苹果5/5S手机壳,全部15元|15元
个人出售联通版32g,ophone5,3800|3800元
出一超新自用日版iphone5 16g|3000元
果粉转让IPHONE5 大容量32G,原价5200吐血转|4000元
95新iphone5国行黑色出售|3000元
iphone5|600元
转让苹果5白色国行16|3500元
Iphone5 国行 白色 16G|4200元
转让苹果5一部配件齐全非诚勿扰|3550元
全新黑色苹果5转让有意向可电话详谈|4300元
个人转让ihone5一部配件齐全当面验机|3600元
苹果5换苹果四|3300元
出一部黑色32G ipone5 大陆货|3500元
白色苹果iPhone5c16GB国行正品发票在保修期内|3800元
iphone5港行黑色9成新|3100元
两台32G全新国行没拆封的iphone5 一黑一白|3500元
iphone5充电器|150元
白色 苹果 iPhone5 16GB 国行|3500元
国行Iphone5c出或换iphone5|4000元
本店火爆出售苹果54S4无拆修正品行货实体店保障惊爆价1600|1600元
苹果iPhone原装未使用充电器美式|50元
自用国行黑色32的苹果5换个索尼或者安卓|3800元
苹果ihone532GB全新保修还有一年哈|3500元
16G 国行 激活2个月 裸机 白色 95新|4000元
白色苹果iPhone516GB国行正品发票保修期内无拆无修|3400元
白色苹果iPhone516GB国行在保修期内|4500元
出自用九五新iphone5 16G国行白色一部|3250元
自用苹果越狱.iphone5 可通话录音|3500元
99成新黑色苹果5|4300元
黑色苹果iPhone5|4100元
全新苹果iPhone516GB黑色|3600元
白色苹果iPhone516GB|4000元
白色苹果iPhone516GB国行正品发票保修期内无拆无修|1700元
iPhone5白色|4000元
转让iPhone5,白色V版联通移动电信3网通用,无锁|3200元
白色苹果iPhone5c16GB电信版在保修期内|4000元
全新iPhone5手机壳|25元
全新iphone5 白色16G 3700元|3700元
全新 iphone5 白色 港版|4200元
转让个苹果五黑色。。。32G新呐|3000元
二手苹果手机|2500元
全新未开封未激活iPhone 5c 白色 电信版|3666元
出售一部iphone5 9月份买的,99成新。|3700元
苹果5国行白色16G,保内|3500元
低价出售黑色苹果5,商家请绕道|3000元
个人联通版白色16GiPhone5使用不到一个月带卡转让|4200元
全新 iphone5 黑色 16GB|4300元
港行i5 全新 32G无发票配件齐全|4000元
十月一日买的苹果5c|1元
iPhone5数据线和充电器|100元
屌爆了!逼真版精仿IPHONE5 四核 800万以假乱真|1250元
白色苹果iPhone516GB国行正品发票原装主配无拆无修|3410元
IPHONE5行货手机,现因为缺钱有急用,拆封了,东西全新|5000元
出售两台白色苹果iPhone516GB国行正品发票保修期内无拆无修|3400元
iphone5|3200元
iPhone5国行,只用了半个月,个全新的一样哦|4200元
国行全新未拆封白色iPhone516GB|4500元
诚信转让苹果5国行16g激活不久白色苹果8gB|1800元
iphone5 白色 16G 国行|3200元
苹果5低价转让|3800元
98成新iPhone5国行在保转让|3888元
iphone5 便宜出售了 白菜价|3500元
闲置ipad316G(白色国行)|2350元
95新联通版iphone5。32g,3800黑色|3800元
七月份苹果 iPhone5 16GB 白色|4000元
全新iphone5C|4000元
转让白色港版iPhone516GB搭车另出4 4s|3500元
白色苹果iPhone516GB国行全新|4200元
95成新苹果iPhone532GB|3600元
白色苹果iPhone516GB电信版外封未开全新|4100元
国行16G白色ihone5全套带发票便宜转让|3000元
白色苹果iPhone516GB港版在保修期内|4200元
iPhone5/4S、三星i9300/i9200手机壳|20元
苹果5行货耳机九成新,手机丢了耳机剩下了有要的联系我|100元
白色苹果iPhone516GB国行保修期内原装主配无拆无修|3500元
95成新苹果iPhone5|2700元
95成新 苹果 iPhone5 16GB 白色|4000元
全新 苹果 iPhone5 16GB 白色配件齐全,商家勿扰|4000元
黑色苹果iPhone564GB港版无拆无修|4100元
白色苹果iPhone516GB正品发票有正品发票在保期内。屏幕和机|3580元
黑色苹果iPhone516GB|3500元
全新苹果iPhone516G行货多余一台|3900元
诚心转让苹果5一个,16G黑色国行,|3300元
国行电信版 苹果5 iphone5 在保|3500元
iPhone5 64G 国行 全新未激活 可议价|4800元
白色 苹果 iPhone5 16GB 国行|3500元
出售白色苹果5 32G|4300元
自用16G黑色港版苹果5手机|3500元
自用苹果5黑色|3800元
果粉转让IPHONE5大容量32G,原价5200吐血4000转|4000元
全新苹果iPhone5|4000元
转让全新 ipnone5|4000元
出手水货iphone5C|2500元
超高仿苹果5全新,外观,速度,电池续航给力|1000元
白色苹果5低价出售|3450元
白色苹果5出手|3500元
低价出售95苹果iPhone5白色|2900元
换等价手机,最好无锁版的iphone5!|2800元
白色电信版国行iphone5|3999元
本人现代理出售高fang苹果5手机,泡妞利器,可送货上门|1000元
99新s4换一个iphone5c港版|100元
两千九个人急转黑色苹果iPhone516GB日版有锁未激活全新机|3800元
白色苹果iPhone5c16GB港版正品发票|3600元
成心急转一部白色苹果手机,配件齐全,国行|1750元
神车换一部苹果5或者4s|4000元
Iphone5换三星s4|3500元
白色苹果iPhone516GB国行正品发票保修期内原装主配无拆无修|3500元
全新苹果 iPhone5,32G,可到IPHONE官方店取|4300元
iphone5 白色|4200元
白色苹果iPhone532GB国行正品发票在保修期内|4300元
苹果5白色16g|3500元
ipone5黑色16G|3250元
黑色在保修苹果5转让|3200元
ipad mini/iphone5港行原装充电器|110元
同事送的一块天梭库图系列手表换苹果5或99新的4s|3600元
全新iPhone5手机16G|4500元
转让全新未开封联通版本5S。绝对正品,需要发票请注明|6000元
全新未拆封未激活iphone5c 白色 国行|3600元
家中闲置一部高仿iPhone5智能机,超逼真,急转|1700元
99新美版无锁ophone5,3600|3600元
个人自用iPhone5白色32G保修期内手机一部|4700元
Iphone5 16G 白色|3500元
64G黑色港版iPhone 5,自用99新含保修。|4800元
全新S4移动版的 买不到一个月|4000元
9成新iphone5便宜转让|3500元
白色苹果iPhone516GB电信版原装主配无拆无修|3888元
98成新iPhone516GB国行在保白色|3900元
全新美版无锁苹果iPhone516GB三网通用|3400元
出自用iphone5三网白色16G|3500元
白色国行iphone5在保|3800元
白色16G苹果iPhone5|4000元
iphone5 黑色便宜出售。白菜价啊|3500元
自用黑色 苹果 iPhone5 16GB 美版(有锁)保修期|2999元
全新未拆封未激活ihone5c白色国行|3800元
黑色苹果iPhone532GB国行保修期内原装主配无拆无修|4200元
白色苹果iPhone516GB国行|4488元
iPhone5 电信 白16G 国行|3600元
个人转让白色苹果iPhone5|3500元
女生自用白色32G港行在保iPhone5低价转让|3500元
香港购买 iphone5 九九成新 诚意转让 非诚勿扰|3500元
国行9成新白色苹果iPhone516GB|3450元
白色苹果iPhone516GB美版(无锁)无拆无修|3500元
95成新电信苹果iPhone5|3600元
黑色苹果iPhone516GB国行正品发票保修期内无拆无修价钱可谈|3500元
白色苹果iPhone516GB国行正品发票保修期内无拆无修|3400元
收个苹果5急|2500元
苹果(APPLE)iPhone 5 32G版 手机 黑色|4000元
白色苹果5国行16g配件齐全|3450元
苹果ipone5全新全套港行原封未激活支持客服检测|2750元
喜欢苹果五的进来看看国行16g|2660元
国行iphone532G白色 16G黑色(美)各一台|4000元
转自用5代,随便验机|3500元
白色苹果iPhone516GB国行正品发票保修期内原装主配无拆无修|3500元
国行白色16G,iphone5|3600元
99新美版无锁ophone5,3500|3500元
只换不卖,手机国行有发票,新不新自己看自用|2800元
iphone5。九五新,求速出|3500元
出iphone5 64G 黑色 港版 没拆封5K|5000元
转让自用苹果5或加钱换三星盖世|2700元
白色16Giphone5转让|3800元
女生自用白色16G国行带票ihone5低价转让|2900元
几乎全新联通版白色16GiPhone5,使用不到一个月带卡转让|4200元
求购苹果5或4s行货带保,带票|1000元
苹果 iphone5 16GB 全新 黑色 无拆无修|3480元
白色苹果iPhone516GB联通版正品发票保修期内原装主配无拆无修|4200元
iPhone5 行白|3500元
99成新iphone 5出售|4499元
全新黑色国行iPhone5 16G 帖在物在|4000元
99新的苹果iphone5 现低价特卖了|3480元
电信全新苹果iPhone516GB|3500元
黑色苹果iPhone516GB国行在保修期内|3998元
99新 黑色苹果5 港版无锁, 今年一月份购买|3500元
电信双卡版S4换苹果5或者电脑一台|3500元
黑色电信双卡版S4换苹果5电脑|3500元
白色苹果iPhone516GB正品发票|3550元
苹果手机高仿的|800元
白色苹果iPhone516GB正品发票原装正品在保期内也可以换S4双卡版的|3460元
学生自用国行白色iPhone5|3799元
苹果5换苹果4|3400元
两台个人用的白色苹果iPhone516GB国行|3550元
白色苹果iPhone516GB电信版原装主配无拆无修|3500元
8成新苹果iPhone5|3000元
iphone5耳机|100元
iphone5转让99新|4300元
两台个人自用的白色苹果iPhone5国行转让|3480元
苹果5还有208多天在保|3500元
转让自用苹果5或加钱换三星盖世4|2700元
转iPhone5 诚心买电话联系|3800元
3300 转让9.99成新正在用黑色日版官解iPhone 5|5000元
苹果 iPhone5 32GB 白色,国行, 全新未拆封|5000元
苹果5大礼包超值|35元
苹果5/16G/全新手机|3800元
苹果/phone5转让|2800元
客服换新的全新机器iphone5白32G 低价出售|3900元
真心转让iPhone5 价钱可议 在保半年|3500元
黑色苹果iPhone516GB港版保修期内无拆无修|3340元
闲置的5代在保修的苹果手机低价转让|1760元
出售苹果5白色国行.9个多月保修.只限北京当面交易|3450元
转让iPhone5 16G白色一部 13年2月份购入。|3800元
苹果5安卓双核一比一换机|1元
可以上官网查激活时间外观无磨损,无擦伤|1700元
自用iPhone5白色16GiPhone4白色16G正品国行有发票无拆修|1420元
白色 苹果 iPhone5 16GB 国行正品发票 保修期内|3500元
出售IPHONE5黑色16G非诚勿扰谢谢啦:)|3600元
黑色 苹果 iPhone5 16GB|3450元
iphone原装配件|1元
转让 闲置 苹果5|4200元
出个港行黑色iPhone5,16G的,还有4个月保修,有照片,进来看看|3500元
客服换新回来的iphone5黑电信版16G|3500元
转让个人自用苹果5白色|3500元
苹果5代9.9新,几乎全新,配件全|3500元
转让全新未开封未激活白色电信版iphone 5c|3800元
白色港行iPhone 5,16GB,只要3450!|3450元
转让iPhone 5国行白色|3800元
苹果5充电器|150元
苹果5换苹果4|3400元
苹果5换s4有意的请留言|3000元
个人转让苹果5 16G 盒子配件齐全|3580元
求购一iphone5手机充电器和耳机|100元
本人求换三星或转让iPhone白色国行 苹果5|3600元
iphone5 16G 港行在保|3500元
iPhone5siPhone5c iPhone5s黄|5000元
转让港版iphone516G 99新|3800元
三网苹果5八月刚激活的,黑莓9360|3600元
苹果5手机充电器|100元
出一台iphone5,32G,国行,带票,白色,自己用了半年|3500元
国行 苹果5原装配件四件套原价754、现优惠转让|500元
iPhone5,美版无锁,全新未激活,黑色|3800元
自用的苹果5手机,白色的,还在保修之内|3500元
iphone516G|3500元
急转两部白色苹果iPhone516GB均为国行正品有保修发票保修期内|3400元
苹果5港32g黑色能当新,便宜喽|3500元
个人求购苹果5手机|2001元
没有拆封的白色苹果 iPhone5 可小刀|3600元
iphone5便宜出售了, 急需用钱。|3550元
黑色苹果iPhone5电信版裸机16GB国行保修期内无拆无修|3600元
全新港行iphone5 白可到 专卖店验机|4300元
99新16G白色iphone5,购自西单大悦城苹果店|3500元
两个苹果iPhone5打包转让都是白色16GB国行发票保修期内配件齐全|3600元
白色 iPhone516GB(95新以上)个人转让|3000元
全新白色iphone5c 16G 国行|3999元
白色32电信iphone5|3800元
出手一个苹果5正品的国航加钱换机也可以只要尼康D9000|2600元
iphone5白色 有点磕伤现在特假处理 港版|2800元
急转黑色电信版国行iPhone5(苹果5)一台 配件包装齐全|3600元
iphone5国行联通版非合约机白色|3600元
全新苹果iPhone5|3800元
自用苹果5转让|3500元
个人iPhone5限量版全新转|3500元
用了一个月得苹果5,无划痕|3800元
白色苹果iPhone516GB正品发票原装正品在保修期内见面交易随便验|3580元
转让精仿苹果5代32G白色|600元
95新iphone5,黑色,64G超大内存,原装正品|3600元
白色苹果iPhone516GB国行正品发票保修期内无拆无修|3310元
白色Ihone5国行家中闲置手机转让零拆修记录苹果店的机打发票|3660元
2013年8月份的苹果iPhone516GB|4000元
刚买几个月国行白色苹果iPhone5几乎全新没有任何磨损|3999元
白色苹果iPhone516GB国行正品发票保修期内原装主配无拆无修|3500元
使用不到3个月的国行白色苹果iPhone516GB|3350元
黑色苹果iPhone516GB国行原装主配无拆无修|3350元
苹果iPhone516GB无拆无修|3320元
95成新苹果iPhone5日版|3200元
白色苹果iPhone516GB国行正品发票保修期内无拆无修|3350元
求购国行苹果5要95新以上无修无病配件发票齐全的|2800元
黑色苹果iPhone516GB港版正品发票保修期内原装主配无拆无修|3500元
全新苹果iPhone5日版|3100元
全新iPhone5低价转让|3500元
个人自用联通国行版黑色|3800元
白色16GB99成新激活3个多月东西都在|1700元
求购国行16Giphone5,配件盒子发票要齐全|3000元
忍痛割卖,前后有贴膜,激活四个月|1720元
转让黑色苹果5一台|3800元
apple苹果 iphone5 32G黑 原装主配 无拆无修|3688元
白色苹果iPhone516GB正品发票|3550元
白色苹果iPhonwu16GB国行正品发票保修期内无拆无修|1820元
白色苹果iPhone516GB国行在保修期内|4000元
iphone白色16G|3500元
求购iPhone5手机白色|2500元
白色苹果iPhone516GB国行保修期内原装主配无拆无修|4000元
自用note2手机转让商家骗子勿扰|2850元
全新水货无锁5低价处理一台|3200元
北京苹果实体店暑期促销苹果5、4s、4手机特价|2600元
iPhone|2999元
丰润地区出售苹果5|3700元
女生自用白色16G国行iPhone5全套带发票|3000元
白色苹果iPhone516GB正品发票保证没有任何问题,没有任何暗病,无拆无修,手机经检验|3560元
低价转让自用白色苹果iPhone⒌16GB|1750元
99新白色苹果5出售|4300元
自用港行粉色iodtouch532g|1300元
黑色苹果iPhone516GB国行保修期内原装主配无拆无修|3600元
白色苹果iPhone516GB国行亲不是合约机|2800元
自用不到一个月的白色苹果iPhone516GB国行保修期内几乎全新|3800元
大妞二换凤舞,国行外观99新,只换iphone5.商家勿扰|3000元
急转白色苹果iPhone516GB国行保修9个月|3650元
白色苹果iPhone564GB其他版本保修期内原装主配无拆无修|4200元
iPodtouchTouch432G无拆无修|850元
95成新的苹果5|3500元
个人使用的苹果iPhone5代|3350元
黑色苹果iPhone516GB国行正品发票无拆无修|3500元
两台苹果5换5S出售都行白色国行16G|3350元
白色苹果iPhone516GB电信版原装主配无拆无修|3400元
两部白色苹果iPhone516GB国行正品发票保修期内无拆无修|3400元
白色苹果iPhonewu16GB国行保修中|1820元
本店火爆出售二手苹果iPhone5。4s苹果4正品行货,无拆无修,实体店的保障|1600元
白色苹果iPhone516GB国行正品发票保修期内无拆无修|1820元
全新 iphone5 16G 黑色|4300元
转iphone5,黑色16G。美版无锁,三网通用!|3000元
白色苹果iPhone516GB其他版本正品发票保修期内原装主配无拆无修|3500元
白色苹果iPhonei武16GB国行正品发票无拆无修|1850元
iPhone5 32G日版转让|3200元
国行在保,99成新NOTE2-7100,换ipone5港版|3000元
转让国行苹果5黑白各一在保有发票|3500元
白色苹果iPhone舞16GB国行保修期内无拆无修|1880元
个人转让国行iphone5白色16G在保可查序列号|3500元
两部白色苹果iPhone516GB国行正品发票保修期内无拆无修|3600元
iphone5c 白色 国行 电信版 全新 未开封 未激活|3900元
95成新苹果iPhone516GB|3680元
国行五代苹果16G白色正品发票|3600元
白色的苹果iphone5急转用了不到半年|3700元
iphone5白色16g 国航95新低价转让|3600元
IPHONE5美版三网无锁。|3100元
全新iphone5 64g白色己激活未使用|4600元
个人使用中白色iPhone532G港版全套齐全|4500元
白色苹果iPhone32GB国行正品发票保修期内无拆无修|1801元
苹果手机iPhone5贴膜和保护壳套装|40元
急购一台苹果5可上门取货|4100元
苹果5白色iPhone1台16G国行正品发票保修期内无拆无修|1700元
Iphone5电信版的 买来4600多 月了10天 可以看图|3500元
苹果5限时购倒计时(鹏飞讯达)|2499元
出售iPhone5|3600元
求购一台正版苹果5,1500或4s,1100山寨的就不要来了|1100元
苹果5黑色32g转让|4000元
转让白色Iphone5一部!刚刚用了一星期!美版无锁!|3000元
苹果ipone5代行货或换机|2300元
在保iphone5换双卡s4|3600元
iphone5,16G,白色,4100元|4100元
9999求购苹果或三星高端机|9999元
出售S4联通双卡版湖蓝色或换|4400元
白色苹果5两个iPhone4s16GB国行正品发票保修期内原装主配无拆无修|2489元
iphone5,白色,16g,未拆封|3600元
白色苹果iPhone516GB国行正品发票原装主配无拆无修|4000元
AppleStore购买的iPhone5白色32G在保99新|4500元
白色苹果iPhone5|4000元
白色苹果iPhone516GB国行正品发票保修期内原装无拆|3580元
苹果iPhone516GB港版正品发票无拆无修|3320元
女士急售白色iPhone516GB国行保修10个月|3700元
全新国行苹果白色iPhone516GB非诚勿扰|4000元
白色苹果iPhone516GB国行无拆无修|1900元
自用两台白色苹果iPhone5低价转让国行16GB正品发票保修期内无拆无修|3600元
黑色 苹果 iPhone5 32GB 港版保修期内 无拆无修|3600元
全新苹果iPhone5国行白色16G9月购买|4000元
95成新苹果iPhone5低价转让哦，没有划痕|1900元
本人自用ipone5手机,国行,橙色9.5成新 4000元|4000元
Iphone5,国行白色,16G,保内|3600元
苹果ipone5要惊喜点进来|3678元
苹果iphone5代银白色有2个哦|3600元
卖金色后壳iphone5|3500元
电信iPhone5 接近全新|4299元
转iphone5,黑色16G,95新|3111元
转让白色苹果 iphone5 16GB 保修期内 无拆无修|3500元
正品苹果5急转|3600元
iPhone5白色16g|3600元
iphone5一部,三月份入手,港行16g,白色,|3500元
Iphone5黑色港行16G。300天客服保修|3000元
全新 苹果 iPhone5 电信|3700元
全新苹果iPhone516GB|3500元
出港行iPhone5,白色16G,自用3个月,成色9新。|3600元
iPhone5 急出手|3850元
转国行苹果5有发票进来看 进来看有惊喜 在保半年|3800元
白色苹果iPhone516GB国行正品发票保修期内原装主配无拆无修|3560元
女生自用白色16G国行iPhone5便宜转让|3100元
个人全新港版7100只2650元一口价|2650元
黑色苹果iPhone516GB国行正品发票保修期内原装主配无拆无修|3500元
9成新苹果iPhone516GB自用出售|3600元
苹果5代正品国行带发票客服可以验机|3300元
转让全新未开封未激活港版IPHONE5C黄色手机一台|3780元
白色苹果iPhone516GB包装配件齐全保期内正规发票可以验货|3600元
全新iPhone5黑色|3800元
诚心转让ihone5全新国行手机有发票可当面查询保修|3680元
转让苹果5一部白色没有任何使用痕迹|3560元
出女孩自用iphone5c国行 粉色 16g 99新|3600元
个人全新苹果5低价转让 非翻新 二手 急急急转|3600元
个人转让白色苹果5原机器配件齐全当面验机|3550元
白色苹果iPhone516GB电信版无拆无修|3500元
白色苹果iPhone516GB国行正品发票诚心要的可查序列号|3600元
转让两台白色苹果iPhone516GB国行正品发票保修期内无拆无修|3500元
女士很爱惜的苹果5白色16g|2660元
95成新苹果iPhone516GB|3600元
全新苹果iPhone5c16GB|3200元
个人转让自用的两部白色苹果iPhone5国行16GB|3350元
低价急转女士自用白色苹果iPhone516GB国行两台保修10个月|3700元
白色苹果iPhone516GB港版保修期内无拆无修|3600元
个人自用白色苹果ihone516G国行ihone416G白色三码合一在保修|1501元
个人转让两部白色苹果iPhone516GB国行|3350元
在保 的Iphone5 换S4。诚心的电话联系|3500元
苹果手机/平板幻灯片连接器|350元
iphine5,全新,|4000元
转黑色苹果5国行16g刚激活白色苹果8GB|1800元
苹果5着急用钱卖|3500元
全新ihone5|4200元
因换5s白色iphone5 16G 急出手|3600元
本人自用ipone5手机,国行,橙色9.5成新|4000元
苹果手机全网最低价。|600元
苹果充电器+数据线+耳机30元|30元
自用苹果5 黑色 64G|3900元
9.28刚买的手机想换苹果5|2500元
95成新苹果iPhone516GB国行有发票在保|3400元
转国行未拆封原包装白色iphone5c_16,3900元|3900元
iPhone5土豪金贴膜 苹果软膜 拉丝 金色贴膜变身土豪|28元
黑色苹果iPhone532GB港版在保修期内|4600元
白色iPhone5国行正品发票保修|3398元
急凑钱买苹果5低价转让港版9300|1800元
白色苹果iPhone516GB美版(无锁)原装主配无拆无修|3600元
个人转让自用白色国行iphone5|4000元
白色苹果iPhone5|4500元
学生出自用白色国行iPhone5一部|4000元
自用国行iphone5 白色 诚心转让|3500元
苹果手机iPhone5白色国行在保修|3700元
白色苹果iPhone516GB国行|3600元
国行电信iPhone5白色64G顶配版|5000元
北京苹果实体店暑期促销苹果5、4s、4手机特价保原装|2800元
转让 苹果 iphone5 95新 可议价 诚心要的谈|3550元
个人自用iPhone5白色32G保修期内手机一部|3647元
个人转让国行白色苹果iPhone5|4000元
全新iPhone5,白色,国行。未使用过|4000元
出售iphone5手机壳|15元
苹果5换苹果4|3400元
